id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
G0001,LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,LG에너지솔루션,exchange,"2,060,100,000,000",1,"LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약체결에 기재된 계약금액은 다음과 같습니다:  1. 2025년 12월 8일 공시: 2,060,100,000,000원   2. 2025년 12월 17일 공시: 9,603,075,000,000원   3. 2025년 12월 26일 공시: 4,082,377,000,000원    근거: report_id(exchange_20251208800031), report_id(exchange_20251217800853), report_id(exchange_20251226800767)",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,3,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,11.25,699.8,4026.8,467.4,0.0,949.7,107.2,0.1,0.2,3355.8,11248.3,1641.4,1
G0002,현대모비스의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,현대모비스,major,"1,039,681,611,644",1,"현대모비스의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지 적립된 자본준비금과 이익준비금의 합계액은 **1,039,681,611,644원**입니다.  근거: report_id(major_20240216001385)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.85,319.4,93.8,451.8,0.0,839.5,0.5,0.1,0.2,3141.4,4848.5,1.9,1
G0003,삼성중공업의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성중공업,exchange,17.0,1,매출액대비: 1.9%  근거: report_id(exchange_20260203800709),0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,0.0,,1,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,lookup,,2.07,194.4,128.1,441.4,0.0,242.8,34.0,0.0,0.1,1061.4,2070.1,0.0,1
G0004,현대로템의 2024년 10월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,현대로템,exchange,3.6,1,현대로템의 2024년 10월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 6.5%입니다.  근거: FACT [report_id: exchange_20241029800525],0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,0.0,,1,0,0,0,0,검색실패,1,1,1,,answered,1,0,none,closed,lookup,,2.69,195.8,70.7,433.5,0.0,366.6,45.6,0.0,0.1,1620.1,2689.3,0.0,1
G0005,한화오션의 2025년 02월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,한화오션,exchange,4.0,1,"한화오션의 2025년 02월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 다음과 같습니다:  1. 2025년 02월 25일에 체결된 MCS Plant 구축 공사 계약의 매출액대비는 4.0%입니다. 2. 2025년 02월 10일에 체결된 LNGC 2척 계약의 매출액대비는 9.9%입니다.  따라서, 한화오션의 2025년 02월에 체결된 단일판매ㆍ공급계약 중 매출액대비 비율은 4.0%와 9.9%입니다.  근거:  - EVIDENCE 1 (exchange_20250225800348::main::C1) - EVIDENCE 2 (exchange_20250210801035::main::C1)  [추가 정보]:  - EVIDENCE 3 (exchange_20250428800105::main::C1) - EVIDENCE 4 (exchange_20251202800041::main::C1) - EVIDENCE 5 (exchange_20250401800363::main::C1) - EVIDENCE 6 (exchange_20251128800098::main::C1) - EVIDENCE 7 (exchange_20250113800354::main::C1) - EVIDENCE 8 (exc",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.125,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,8.22,222.3,120.4,417.7,0.0,1866.0,41.7,0.1,0.1,5589.2,8219.2,0.0,1
G0006,삼성E&A의 2023년 10월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,삼성E&A,exchange,"2,897,903,803,942",1,"삼성E&A의 2023년 10월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 2,897,903,803,942원입니다.  근거: report_id(exchange_20231006800347)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.67,239.5,83.3,431.9,0.0,1020.6,43.1,0.1,0.2,1890.9,3669.8,0.0,1
G0007,삼성중공업의 2023년 12월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성중공업,exchange,9.3,1,삼성중공업의 2023년 12월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 5.2%입니다.  근거: FACT [report_id: exchange_20231226800129],0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,0.0,,1,0,0,0,0,검색실패,1,1,1,,answered,1,0,none,closed,lookup,,2.79,30.7,66.1,443.2,0.0,622.6,0.9,0.0,0.1,1623.2,2788.8,1.8,1
G0008,삼성E&A의 2024년 12월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성E&A,exchange,29.88,1,"삼성E&A의 2024년 12월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 다음과 같습니다:  - 2024년 12월 5일 공시: 3.32% - 2024년 12월 19일 공시: 16.67%  질문에 시점이 명시되지 않았으므로, 해당하는 공시를 모두 제시합니다.  근거: report_id(exchange_20241205800252), report_id(exchange_20241219800267)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,0.0,,2,0,0,0,0,검색실패,1,1,1,,answered,1,0,none,closed,lookup,,4.14,32.5,72.1,478.0,0.0,897.2,2.0,0.0,0.2,2655.5,4138.4,0.7,1
G0009,삼성E&A의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,삼성E&A,exchange,"1,878,160,942,562",1,"최근매출액은 1,878,160,942,562원입니다.  근거: exchange_20250725800479::main::C1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,32.89,36.8,85.2,431.4,0.0,429.3,0.0,0.0,0.0,31906.1,32890.6,1.7,1
G0010,크래프톤의 2023년 03월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,크래프톤,major,"2,537,147,295,126",1,"직전사업연도까지 적립된 자본준비금과 이익준비금의 합계액은 2,537,147,295,126원입니다.  근거: report_id(major_20230328000635)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.28,210.6,78.1,437.6,0.0,749.1,24.7,0.0,0.2,1800.4,3278.5,0.0,1
